ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2393004,Arctic King,ARM44A5ASL,,810040946219,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.9,19.7,4.4,4.4,269,300,10,,,No,,,,,02/14/2022,02/14/2022,"United States, Canada",ES_1030337_ARM44A5ASL_02142022112035_80116055,No
2356894,Arctic King,ARM44S5ABB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.4,226,254,11,,,No,,,,,03/20/2020,03/23/2020,"United States, Canada",ES_1030337_ARM44S5ABB_03232020052017_0817940,No
3943312,Arctic King,ARM45D5***,,810040946233,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,46.9,18.5,4.5,5.6,329,369,11,,,No,,,,,08/06/2024,08/06/2024,"United States, Canada",ES_1030337_ARM45D5***_01242025081056_80241924,No
2390410,Arctic King,ARU33B1ABB,,687636005090,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,01/07/2022,01/12/2022,"United States, Canada",ES_1030337_ARU33B1ABB_011120222053632_2106401,No
2390411,Arctic King,ARU33B1AWW,,687636005083,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,01/07/2022,01/12/2022,"United States, Canada",ES_1030337_ARU33B1AWW_011120222053319_9778347,No
2395169,Arctic King,ARW14B0ABB,,,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,19.5,18.5,1.5,1.5,121,168,28,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/21/2022,04/27/2022,"United States, Canada",ES_1030337_ARW14B0ABB_042720220842690_3480583,No
2453235,Arctic King,AU83ETWBR1RCM,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,66.9,24,8.3,8.3,167,335,50,,,No,,,,,04/11/2023,04/11/2023,"United States, Canada",ES_1030337_AU83ETWBR1RCM7_04122023100711_80165973,Yes
4158380,Arctic King,MS953619315306,,840296517789,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.9,19.7,4.4,4.4,269,300,10,,,No,,,,,05/15/2025,05/15/2025,"United States, Canada",ES_1030337_MS953619315306_05232025081106_80251536,No
3701804,Arctic Wind,ATM**212E,",,*: could be from 0 to 9 or from A to Z or blank to represent different in unit color",696807240048,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,30,20.5,25,390,435,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,10/08/2024,10/09/2024,United States,ES_1121980_ATM**212E_100920240139513_9300528,Yes
4020915,Arctic Wind,ATMWE71TH,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56,21,7.2,8.3,344,385,11,,,No,,,,,05/06/2025,05/06/2025,"United States, Canada",ES_1121980_ATMWE71TH_05062025110522_80249459,No
3550209,Arctic Wind,AUFSS210ETH-LK,,696807240123,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,77,33,21,21,273,350,22,,,No,,,,,07/01/2024,07/01/2024,"United States, Canada",ES_1121980_AUFSS210ETH-LK_07022024130510_80208162,No
3550211,Arctic Wind,AUFW210ETH-LK,,696807240116,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,77,33,21,21,273,350,22,,,No,,,,,07/01/2024,07/01/2024,"United States, Canada",ES_1121980_AUFW210ETH-LK_07022024130514_80208162,No
2642186,ARTT,ATBM19,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23,466,521,11,,,No,,,,,07/25/2023,07/25/2023,"United States, Canada",ES_1149322_ATBM19_08232023144210_80176451,No
2642187,ARTT,ATBM19,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,66.4,29.5,18.7,23,550,605,11,,,No,,,,,07/25/2023,07/25/2023,"United States, Canada",ES_1149322_ATBM19_08232023144212_80176451,No
2472278,Asko,WCN311942G,,,,4 - Freestanding Cooler,Manual,No,No,No,No,No,75.6,27.6,18.3,18.3,199,,,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,09/01/2022,09/06/2022,United States,ES_1123023_WCN311942G_050320232036101_6470724,No
4016175,AVALLON,ADDR242PR,,199242001255,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,34.1,23.8,5.4,5.4,276,309,11,,,No,,,,,04/17/2025,04/10/2025,"United States, Canada",ES_1092191_ADDR242PR_04222025164316_80251012,No
4016174,AVALLON,ADDR242SS,,199242001262,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,34.1,23.8,5.4,5.4,276,309,11,,,No,,,,,04/17/2025,04/10/2025,"United States, Canada",ES_1092191_ADDR242SS_04222025164316_80251012,No
3618367,AVALLON,AWC152DPRGLH,",AWC152DBLSS,; ,AWC152DPRGRH,; ,AWC152DZLH,; ,AWC152DZRH,",846844013307;852017005697;852017005703;852017005901;852017005918,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,15,3.1,3.1,143,180,21,,,No,,,,,05/13/2022,08/06/2024,"United States, Canada",ES_1092191_AWC152DPRGLH_08062024114908_2859918,No
3618365,AVALLON,AWC152SPRGLH,",AWC152SBLSS,; ,AWC152SPRGRH,; ,AWC152SZLH,; ,AWC152SZRH,",852017005499;852017005710;852017005727;852017005925;852017005932,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,15,3.4,3.4,144,183,21,,,No,,,,,05/13/2022,08/06/2024,"United States, Canada",ES_1092191_AWC152SPRGLH_08062024114112_2185022,No
3618368,AVALLON,AWC242DPRSLH,",AWC242DBLSS,; ,AWC242DPRGLH,; ,AWC242DPRGRH,; ,AWC242DPRSRH,; ,AWC242DZLH,; ,AWC242DZRH,",846844013284;846844013291;846844013314;852017005659;852017005666;852017005864;852017005871,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,23.8,5.4,5.4,157,198,21,,,No,,,,,05/13/2022,08/06/2024,"United States, Canada",ES_1092191_AWC242DPRSLH_08062024115038_644647,No
3618369,AVALLON,AWC242FDPRG,",AWC242FD,; ,AWC242FDBLSS,",852017005529;852017005734;852017005956,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,23.8,5.2,5.2,156,197,21,,,No,,,,,05/13/2022,08/06/2024,"United States, Canada",ES_1092191_AWC242FDPRG_08062024115215_5921289,No
3618371,AVALLON,AWC242SPRGLH,",AWC242SBLSS,; ,AWC242SPRGRH,; ,AWC242SZLH,; ,AWC242SZRH,",852017005512;852017005673;852017005680;852017005888;852017005895,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,23.8,5.8,5.8,160,202,21,,,No,,,,,05/13/2022,08/06/2024,"United States, Canada",ES_1092191_AWC242SPRGLH_08062024114501_3775293,No
3618370,AVALLON,AWC243TDZLHA,",AWC243TDZRHA,",846844013338;846844013345,,4 - Freestanding Cooler,Manual,No,No,No,No,No,69.8,23.4,14.7,14.7,242,,,,,No,,,,,05/13/2022,08/06/2024,"United States, Canada",ES_1092191_AWC243TDZLHA_08062024115336_6302453,No
3618366,AVALLON,AWC243TSZLH,",AWC243TSZRH,",852017005789;852017005796,,4 - Freestanding Cooler,Manual,No,No,No,No,No,69.8,23.4,15.3,15.3,247,,,,,No,,,,,05/13/2022,08/06/2024,"United States, Canada",ES_1092191_AWC243TSZLH_08062024114720_4103967,No
4437456,Avanti,AFD17ESCDLSS,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,70.1,29.9,17.7,21.7,435,509,15,,,No,,,,,05/26/2025,06/16/2025,"United States, Canada",ES_1131312_AFD17ESCDLSS_061620250001351_9789805,No
4429204,Avanti,AFS157LSS    ,,,Side-by-Side,4 - Refrigerator-freezer - automatic defrost with side-mounted freezer without through-the-door ice,Automatic,No,No,No,No,No,70.1,32.9,15.6,20.2,420,470,11,,,No,,,,,05/28/2025,05/28/2025,"United States, Canada",ES_0092257_AFS157LSS_05282025133544_80256578,No
2354266,Avanti,AR17T0W,",AR17T1B,; ,AR17T3S,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20.2,17.7,1.7,1.7,233,275,15,,,No,,,,,01/01/2020,01/30/2020,United States,ES_92257_AR17T1B_01102020102044_8042261,No
2309224,Avanti,AR17T1B,",AR17T0W,; ,AR17T3S,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20.1,17.7,1.7,1.7,238,275,13,,,No,,,,,11/15/2017,01/16/2018,"United States, Canada",ES_92257_AR17T1B_11232017092331_4355584,No
2216363,Avanti,AR2406W,",AR2416B,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,25,18.5,2.2,2.2,230,279,18,,,No,,,,,07/21/2014,07/22/2014,United States,ES_92257_AR2406W_07212014164849_4965174,No
2303594,Avanti,AR24T3S,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,24.9,18.5,2.4,2.4,238,281,15,,,No,,,,,09/01/2017,09/14/2017,United States,ES_92257_AR24T3S_09122017132724_1491662,No
2353672,Avanti,AR24T3S,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,24.8,17.7,2.4,2.4,238,281,15,,,No,,,,,01/01/2020,01/16/2020,United States,ES_92257_AR24T3S_01102020153313_9034234,No
2315136,Avanti,AR321BB,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,18.7,3.2,3.2,259,289,10,,,No,,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_AR321BB_03012018110822_70170417,No
2369715,Avanti,AR4446B,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.5,4.4,4.4,269,300,10,,,No,,,,,11/17/2020,11/16/2020,"United States, Canada",ES_92257_AR4446B_11192020061719_80063185,No
2369714,Avanti,AR4456SS,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.5,4.4,4.4,269,300,10,,,No,,,,,11/17/2020,11/16/2020,"United States, Canada",ES_92257_AR4456SS_11192020061719_80063185,No
2349175,Avanti,AR52T3SB,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.3,23.4,5.2,5.2,256,307,17,,,No,,,,,11/01/2019,10/31/2019,United States,ES_92257_AR52T3SB_10292019154303_1166040,No
2786894,Avanti,AV1081VFK0W,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,67.1,23.6,11.1,11.1,249,280,11,,,No,,,,,11/16/2023,11/16/2023,"United States, Canada",ES_0092257_AV1081VFK0W_11292023112746_80181269,No
3943425,Avanti,AV160VFK0W,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,70.1,28.4,16.4,16.4,286,318,10,,,No,,,,,12/31/2024,12/31/2024,"United States, Canada",ES_0092257_AV160VFK0W_01282025112751_80237436,No
2853534,Avanti,AV2121VFB0W,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,74.6,32.7,21.2,21.2,314,351,11,,,No,,,,,12/14/2023,12/14/2023,"United States, Canada",ES_0092257_AV2121VFB0W_12142023104444_80193196,No
4005575,Avanti,AVFF18DLJ#**,",FF18DLJ#**,",079841000869;079841000876;079841000913,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,29.5,18.3,21.6,365,408,11,,,No,,,,,03/12/2025,03/19/2025,United States,ES_92257_AVFF18DLJ#**_03122025134719_9100458,Yes
3942780,Avanti,AVFF21DLJM#**,,79841000852,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,31.1,21,25.6,393,440,11,,,No,,,,,12/20/2024,01/16/2025,United States,ES_92257_AVFF21DLJM#**_12302024140845_6845361,Yes
3999626,Avanti,AVFF24DLJM#**,",,Where # can be 0-9, indicate different versions, The first * can be A-Z, the second * can be A-Z or blank, ** means different color of appearance",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,32.7,24,29.2,422,469,10,,,No,,,,,03/05/2025,03/11/2025,"United States, Canada",ES_1131312_AVFF24DLJM#**_031120250220768_3406017,Yes
3999761,Avanti,AVRA7501**,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,01/02/2025,01/02/2025,"United States, Canada",ES_0092257_AVRA7501**_03132025124623_80237078,No
4005605,Avanti,AVRA7501**,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,56.3,21.9,7.5,7.5,250,380,34,,,Yes,,,,,03/11/2025,03/11/2025,"United States, Canada",ES_92257_AVRA7501_03212025154131_7810940,Yes
3999760,Avanti,AVRA7501BB,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,01/02/2025,01/02/2025,"United States, Canada",ES_0092257_AVRA7501BB_03132025124623_80237078,No
3999759,Avanti,AVRA7501BS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,01/02/2025,01/02/2025,"United States, Canada",ES_0092257_AVRA7501BS_03132025124623_80237078,No
3999758,Avanti,AVRA7501BW,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385,11,,,No,,,,,01/02/2025,01/02/2025,"United States, Canada",ES_0092257_AVRA7501BW_03132025124623_80237078,No
2634039,Avanti,AVRPD73****,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.3,21.7,7.3,8.3,344,385,11,,,No,,,,,08/07/2023,08/07/2023,"United States, Canada",ES_0092257_AVRPD73****_08092023120128_80177254,No
2634037,Avanti,AVRPD7300BW,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.3,21.7,7.3,8.3,344,385,11,,,No,,,,,08/07/2023,08/07/2023,"United States, Canada",ES_0092257_AVRPD7300BW_08092023120128_80177254,No
2634038,Avanti,AVRPD7330BS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.3,21.7,7.3,8.3,344,385,11,,,No,,,,,08/07/2023,08/07/2023,"United States, Canada",ES_0092257_AVRPD7330BS_08092023120128_80177254,No
3531032,Avanti,AVRPD75****,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,56.3,21.9,7.5,7.5,250,380,34,,,Yes,,,,,05/14/2024,05/22/2024,"United States, Canada",ES_92257_AVRPD75_05232024120655_4918199,Yes
2395811,Avanti,FF10B***,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,,,No,,,,,04/22/2022,04/22/2022,"United States, Canada",ES_0092257_FF10B***_05122022033138_5550001_,Yes
3626992,Avanti,FF116B0W,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.5,23.4,11.6,14,310,347,11,,,No,,,,,08/23/2024,08/23/2024,"United States, Canada",ES_0092257_FF116B0W_09032024135238_80222674,Yes
2633262,Avanti,FF14D0W-4,,079841211456,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,08/04/2023,08/09/2023,"United States, Canada",ES_92257_FF14D0W-4_080920230142599_5374240,Yes
2633263,Avanti,FF14D3S-4,,079841211456,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,08/04/2023,08/09/2023,"United States, Canada",ES_92257_FF14D3S-4_080920230143288_5914572,Yes
2389195,Avanti,FF14V0W,,79841211401,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68,27.6,14.3,17,332,371,11,,,No,,,,,12/15/2021,12/13/2021,United States,ES_92257_FF14V0W_102020212247527_7644327,Yes
2389196,Avanti,FF14V1B,,79841211418,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68,27.6,14.3,17,332,371,11,,,No,,,,,12/15/2021,12/13/2021,United States,ES_92257_FF14V1B_102020212247391_3555338,Yes
2389194,Avanti,FF14V3S,,79841211432,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68,27.6,14.3,17,332,371,11,,,No,,,,,12/15/2021,12/13/2021,United States,ES_92257_FF14V3S_102020212247204_8702264,Yes
2366016,Avanti,FF18H**,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.2,29.5,18.3,21.8,358,410,13,,,No,,,,,09/16/2020,09/21/2020,"United States, Canada",ES_92257_FF18H**_09212020093152_0712893,Yes
2366017,Avanti,FF18H0W,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.2,29.5,18.3,21.8,358,410,13,,,No,,,,,09/16/2020,09/21/2020,"United States, Canada",ES_92257_FF18H0W_09212020093112_0672224,Yes
2366018,Avanti,FF18H3S,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.2,29.5,18.3,21.8,358,410,13,,,No,,,,,09/16/2020,09/21/2020,"United States, Canada",ES_92257_FF18H3S_09212020093128_0688729,Yes
3417871,Avanti,FF7B**,,,Compact Refrigerator,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,55.8,21.3,7,8.4,391,438,11,,,No,,,,,03/11/2024,03/11/2024,"United States, Canada",ES_0092257_FF7B**_03112024120845_80202777,No
2315127,Avanti,FF7B0W,,,Compact Refrigerator,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,55.8,23.4,7,8.4,393,438,10,,,No,,No,,,01/20/2018,01/04/2018,"United States, Canada",ES_0092257_FF7B0W_03012018110927_70171466,No
2315129,Avanti,FF7B3S,,,Compact Refrigerator,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,55.8,23.4,7,8.4,393,438,10,,,No,,No,,,01/20/2018,01/04/2018,"United States, Canada",ES_0092257_FF7B3S_03012018110927_70171466,No
4437357,Avanti,FFFD22IWR3S,",,Brand Name: AVANTI",079841170326,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.3,36,22.4,27.7,590,646,10,,,No,,,,,11/22/2023,06/12/2025,"United States, Canada",ES_1131312_FFFD22IWR3S_061220250239958_4897958,No
2384733,Avanti,FFFDD18L3S,,079841120185,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.1,32.9,17.9,22.7,442,518,15,,,No,,,,,09/30/2021,09/28/2021,"United States, Canada",ES_92257_FFFDD18L3S_09282021032440_2065818,No
2384736,Avanti,FFFDS175L3S,,079841121755,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,70.1,29.9,17.7,21.7,435,509,15,,,No,,,,,06/01/2022,09/29/2021,"United States, Canada",ES_92257_FFFDS175L3S_09282021203052_4273167,No
2378190,Avanti,MCR74V**,"MCR74V0W,MCR74V0W,; MCR74V1B,MCR74V1B,; MCR74V3S,MCR74V3S,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56,21.3,7.4,8.5,345,386,11,,,No,,,,,05/20/2021,05/21/2021,"United States, Canada",ES_92257_MCR74V**_051920211117151_2009039,No
3554124,Avanti,RA31B**,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,07/12/2024,07/12/2024,"United States, Canada",ES_0092257_RA31B**_07122024112802_80215894,No
2315142,Avanti,RA31B0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B0W_03012018110822_70170417,No
3554127,Avanti,RA31B0W,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,07/12/2024,07/12/2024,"United States, Canada",ES_0092257_RA31B0W_07122024112802_80215894,No
2315143,Avanti,RA31B1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B1B_03012018110822_70170417,No
3554125,Avanti,RA31B1B,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,07/12/2024,07/12/2024,"United States, Canada",ES_0092257_RA31B1B_07122024112802_80215894,No
2315144,Avanti,RA31B3S,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,,,No,,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B3S_03012018110822_70170417,No
4015668,ABL,AREF18**,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.9,28,17.6,17.6,360,376,4,,,No,,,,,04/15/2025,04/15/2025,"United States, Canada",ES_1148590_AREF18**_04152025120303_80247440,No
4015667,ABL,AREF18B,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.9,28,17.6,17.6,360,376,4,,,No,,,,,04/15/2025,04/15/2025,"United States, Canada",ES_1148590_AREF18B_04152025120303_80247440,No
4015665,ABL,AREF18S,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.9,28,17.6,17.6,360,376,4,,,No,,,,,04/15/2025,04/15/2025,"United States, Canada",ES_1148590_AREF18S_04152025120303_80247440,No
4015666,ABL,AREF18W,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.9,28,17.6,17.6,360,376,4,,,No,,,,,04/15/2025,04/15/2025,"United States, Canada",ES_1148590_AREF18W_04152025120303_80247440,No
2403036,Absocold,ARD1033FB21R/L,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,,,No,,,,,10/30/2022,10/13/2022,United States,ES_0092255_ARD1033FB21R/L_10142022105159_80144506,Yes
2403038,Absocold,ARD1033FS21R/L,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,,,No,,,,,10/30/2022,10/13/2022,United States,ES_0092255_ARD1033FS21R/L_10142022105137_80144506,Yes
2403037,Absocold,ARD1033FW21R/L,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,,,No,,,,,10/30/2022,10/13/2022,United States,ES_0092255_ARD1033FW21R/L_1014202210127_80144506,Yes
2374881,Absocold,ARD104AB21R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20.6,15.2,1.1,1.1,242,269,10,,,No,,No,,,03/05/2021,03/03/2021,United States,ES_0092255_ARD104AB21R/L_03052021010906_5550000_,No
2374882,Absocold,ARD204AB21R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,22.4,18.8,2,2,249,278,10,,,No,,No,,,03/05/2021,03/03/2021,United States,ES_0092255_ARD204AB21R/L_03052021010906_5550000_,No
2374883,Absocold,ARD204ABS21R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,22.4,18.8,2,2,249,278,10,,,No,,No,,,03/05/2021,03/03/2021,United States,ES_0092255_ARD204ABS21R/L_03052021010906_5550000_,No
2374006,Absocold,ARD244A*21R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,24.8,18.5,2.3,2.3,223,280,20,,,No,,,,,02/14/2021,02/09/2021,United States,CER_0092255_ARD244A*21R/L_02112021105445_80072181,No
2218013,Absocold,ARD369A*14R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.6,3.6,3.6,262,292,10,,,No,,No,,,08/18/2014,08/27/2014,United States,ES_0092255_ARD369A*14R/L_08272014021903_2752402,No
