ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
3360948,KitchenAid,KRQC736R*,,883049691831,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69,36,19.1,25.1,645,708,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/10/2024,01/10/2024,"United States, Canada",ES_0022856_KRQC736R*_01162024101859_80197383,No
3998323,KitchenAid,KRSC336R****,,883049706733,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69,35.5,20.9,26.3,600,657,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/25/2025,02/20/2025,"United States, Canada",ES_0022856_KRSC336R****_02202025101738_80245093,No
3845231,KitchenAid,KRSC536R****,,883049682655;883049683782,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69,35.5,20.9,26.3,600,657,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/01/2025,12/09/2024,"United States, Canada",ES_0022856_KRSC536R****_12102024112227_80236835,No
3998324,KitchenAid,KRSF336R****,,883049706740,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69,35.5,28.7,37.2,684,750,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/25/2025,02/20/2025,"United States, Canada",ES_0022856_KRSF336R****_02202025101738_80245093,No
2237719,KitchenAid,KRSF505*****,,883049366098;883049366104;883049366111;883049408545,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,68.6,35.8,24.8,31.6,610,703,15,,,No,,,,,04/22/2015,04/21/2015,"United States, Canada",ES_0022856_KRSF505*****_04222015071138_70030647,No
3845232,KitchenAid,KRSF536R****,,883049684116;883049684123,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69,35.5,28.7,37.2,684,750,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/01/2025,12/09/2024,"United States, Canada",ES_0022856_KRSF536R****_12102024112227_80236835,No
2339234,KitchenAid,KRSF705*****,,883049490885;883049490892,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,68.9,35.5,24.8,31.5,640,702,10,,,No,,,,,06/15/2019,06/04/2019,"United States, Canada",ES_0022856_KRSF705*****_06042019114716_80005931,No
2217249,KitchenAid,KSSC42QVS**,,883049133904,Side-by-Side,7-BI -Built-in refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,Yes,Yes,Yes,Yes,83,41.8,25,31.6,752,827,10,,,No,,,,,09/15/2014,08/12/2014,"United States, Canada",ES_1092750_KSSC42QVS**_08082014033533_2752426,No
2346813,Kenmore,111.7269####,",,1st ""#"" Door Color : 0-9 , 2nd ""#""The year of introduction : 0-9, 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7269#,7269#,First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,70.1,35.9,29.5,36.2,738,810,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,No,,,10/04/2019,11/28/2021,"United States, Canada",ES_15649_111.7269****_09202019045208_5128321,No
2357716,Kenmore,111.7279####,",,1st ""#"" Door Color : 0-9 , 2nd ""#"" The year of introduction : 0-9 , 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7279#,7279#,-	First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,70.1,35.9,29.5,36.6,738,814,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/13/2020,11/29/2021,"United States, Canada",ES_15649_111.7279****_03272020104756_6076367,No
2333784,Kenmore,111.7303****,,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.8,36,25.5,31.4,680,766,13,,,No,,,,,04/01/2019,02/18/2019,"United States, Canada",ES_15649_111.7303****_02202019042755_6875616,No
2272368,Kenmore,111.7304*61*,,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.8,36,25.6,31.5,681,767,13,,,No,,,,,03/30/2015,07/13/2016,"United States, Canada",ES_15649_111.7304*61*_07142016075413_2853594,No
2302192,Kenmore,111.7324****,,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.8,36,25.5,31.4,695,766,10,,,No,,,,,10/16/2017,08/16/2017,"United States, Canada",ES_15649_111.7324****_08172017013342_3622927,No
2333785,Kenmore,111.7330****,,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.8,36,25.5,31.4,680,766,13,,,No,,,,,04/01/2019,02/18/2019,"United States, Canada",ES_15649_111.7330****_02202019042813_6893148,No
2354599,Kenmore,111.7331####,",,1st ""#"" Door Color : 0-9 , 2nd ""#"" The year of introduction : 0-9 , 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7331#,7331#,First ""#"" means that Door Color : 0-9; K*BH031A*E#,K*BH031A*E#,1st ""*"" vender code : A-Z , 2nd ""*"" door color : A-Z , 1st ""#"" factory internal code : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,70.1,35.9,30.6,37.4,748,821,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/13/2020,11/28/2021,"United States, Canada",ES_15649_111.7331****_02112020052252_8572919,No
2357715,Kenmore,111.7332****,,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,70.1,35.9,30.6,37.4,748,821,10,,,No,,,,,04/13/2020,03/27/2020,"United States, Canada",ES_15649_111.7332****_03272020104829_6109057,No
2386094,Kenmore,111.7333####,"7333#,7333#,First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,70.1,35.9,29.5,36.2,738,810,10,,,No,,No,,,10/04/2019,10/15/2021,"United States, Canada",ES_15649_111.7333####_101520210919460_3868899,No
2357713,Kenmore,111.7503####,",,1st ""#"" Door Color : 0-9,  2nd ""#"" The year of introduction : 0-9 , 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7503#,7503#,First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.8,36,25.5,31.4,698,766,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/13/2020,11/29/2021,"United States, Canada",ES_15649_111.7503****_03272020104608_5968082,No
2357714,Kenmore,111.7550####,",,1st ""#"" Door Color : 0-9 , 2nd ""#"" The year of introduction : 0-9, 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7550#,7550#,First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.8,36,25.5,31.4,698,766,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/13/2020,11/29/2021,"United States, Canada",ES_15649_111.7550****_03272020104723_6043635,No
2370682,Kenmore,111.*8****,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.6,19.1,4.4,4.4,228,254,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/30/2020,12/03/2020,United States,ES_15649_111.*8****_120920201032674_4774416,No
2370703,Kenmore,111.*9****,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,36.1,19.3,4.4,4.4,228,254,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/30/2020,12/03/2020,United States,ES_15649_111.*9****_12092020073191_4674161,No
2321560,Kenmore,111.9903*,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.3,19.5,3.2,3.9,320,359,11,,,No,,,,,06/14/2018,06/11/2018,"United States, Canada",ES_0015649_111.9903*_06082018031703_70187413,No
2321559,Kenmore,111.99033810,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.3,19.5,3.2,3.9,320,359,11,,,No,,,,,06/14/2018,06/11/2018,"United States, Canada",ES_0015649_111.99033810_06082018031703_70187413,No
2365146,Kenmore,111.99063***,",,“*” indicate features of color and model name.",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.5,3,3.7,318,358,11,,,No,,,,,08/27/2020,08/28/2020,"United States, Canada",ES_15649_111.99063***_08282020034149_6109620,No
2346103,Kenmore,111.9909****,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,36.1,19.3,4.4,4.4,228,254,10,,,No,,,,,09/20/2019,09/09/2019,"United States, Canada",ES_15649_111.9909****_09102019065129_8289116,No
2295674,Kenmore,17747,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.8,19.1,3.4,3.4,220,246,11,,,No,,,,,06/15/2017,05/08/2017,"United States, Canada",ES_1108549_17747_05082017094300_70135624,No
2295673,Kenmore,17762,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.7,19.1,2.6,2.6,214,239,10,,,No,,,,,06/15/2017,05/08/2017,"United States, Canada",ES_1108549_17762_05082017094300_70135624,No
2295672,Kenmore,17764,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.5,17.5,1.7,1.6,208,232,10,,,No,,,,,06/15/2017,05/08/2017,"United States, Canada",ES_1108549_17764_05082017094300_70135624,No
3629600,Kenmore,405.7562#42#,",,The symbols # may be replaced by 0, 1, 2 to 9, it means the color of enclosure. Those changes will not affect energy efficiency results.",843086123771,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.8,28.9,36.8,743,816,10,,,No,,,,,09/20/2024,09/25/2024,"United States, Canada",ES_15649_405.7562#42#_092520240103272_8927253,No
3360903,Kenmore,46-75625,,843086123771,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.8,28.9,36.8,743,816,10,,,No,,,,,12/20/2023,01/16/2024,"United States, Canada",ES_15649_46-75625_011620240852638_9867703,No
2636115,Kenmore,6133#,",,# refer to color",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,32.7,20.5,24.2,385,429,10,,,No,,,,,08/16/2023,08/17/2023,"United States, Canada",ES_15649_6133#_081720230733384_3584819,Yes
2636114,Kenmore,6231#,",,# refer to color",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.2,21.4,365,406,10,,,No,,,,,08/16/2023,08/17/2023,"United States, Canada",ES_15649_6231#_081720230733417_2471855,Yes
2208209,Kenmore,6935*,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65.5,29.6,18.6,23,469,521,10,,,No,,,,,10/07/2013,03/28/2014,"United States, Canada",ES_0022856_6935*_03282014113838_2714961,No
2272138,Kenmore,6935*,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/15/2016,06/14/2016,"United States, Canada",ES_0022856_6935*_07112016115240_70084302,No
2208210,Kenmore,6936*,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65.5,29.6,18.6,23,469,521,10,,,No,,,,,10/07/2013,03/28/2014,"United States, Canada",ES_0022856_6936*_03282014113839_2714961,No
2272139,Kenmore,6936*,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/15/2016,06/14/2016,"United States, Canada",ES_0022856_6936*_07112016115240_70084302,No
2208213,Kenmore,6938*,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.9,32.6,22.1,27,500,556,10,,,No,,,,,10/07/2013,03/28/2014,"United States, Canada",ES_0022856_6938*_03282014113842_2714961,No
2272130,Kenmore,6938*,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,68.9,32.6,22.1,27,584,640,10,,,No,,,,,10/07/2013,06/14/2016,"United States, Canada",ES_0022856_6938*_07112016115240_70084302,No
2636159,Kenmore,7133#,",,# refer to color",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,No,66.4,32.7,20.4,24.1,469,512,10,,,No,,,,,08/17/2023,08/21/2023,"United States, Canada",ES_15649_7133#_082120230221167_6510292,Yes
2636158,Kenmore,7231#,",,# refer to color",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,No,66.4,29.5,18.1,21.3,448,490,10,,,No,,,,,08/17/2023,08/21/2023,"United States, Canada",ES_15649_7231#_082120230230204_7787208,Yes
2237720,Kenmore,7931***,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,65.5,29.6,18.6,23,553,605,10,,,No,,,,,04/22/2015,04/21/2015,"United States, Canada",ES_0022856_7931***_04222015071138_70030647,No
2237721,Kenmore,7934***,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,68.9,32.6,22.1,27,584,640,10,,,No,,,,,04/22/2015,04/21/2015,"United States, Canada",ES_0022856_7934***_04222015071138_70030647,No
2209860,Kenmore,7941*,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.9,32.6,22.2,27,501,556,10,,,No,,,,,05/01/2014,05/01/2014,"United States, Canada",ES_0015649_7941*_04302014021518_2723440,No
3543891,Kenmore,896.61342420,",896.61345420,; ,896.61349420,",843086123795;843086123801;843086123818,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.1,30.1,18.1,21.8,367,410,10,,,No,,,,,06/11/2024,06/24/2024,United States,ES_15649_896.61342420_06172024142510_4364435,Yes
3543890,Kenmore,896.61352420,",896.61355420,; ,896.61359420,",843086123825;843086123832,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.8,31.7,20.2,24.1,382,428,11,,,No,,,,,06/11/2024,06/24/2024,United States,ES_15649_896.61352420_06172024143443_1215936,Yes
3994455,Kenmore,896.61362420,",896.61365420,; ,896.61369420,",843086124945;843086124952;843086124969,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,69,32.7,25,29.9,425,475,11,,,No,,,,,02/10/2025,02/13/2025,United States,ES_15649_896.61362420_02102025141424_4299127,Yes
3701807,Kenmore,897.5180#32#,",,1st # represents the color of the product, 2nd # represents a control number of the product",,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.1,35.9,20,25,560,646,15,,,No,,,,,09/20/2024,10/09/2024,"United States, Canada",ES_15649_897.5180#32#_100920240354404_1410992,No
2740366,Kenmore,897.51805320,,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.1,35.9,20,25,560,646,15,,,No,,,,,09/25/2023,11/20/2023,"United States, Canada",ES_15649_897.51805320_112020230626229_2083626,No
3701806,Kenmore,897.7551#32#,",,1st # represents the color of the product, 2nd # represents a control number of the product",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,35.9,20.3,25,539,622,15,,,No,,,,,09/20/2024,10/09/2024,"United States, Canada",ES_15649_897.7551#32#_100920240354977_6461686,No
2740365,Kenmore,897.75515320,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,35.9,20.3,25,539,622,15,,,No,,,,,09/25/2023,11/20/2023,"United States, Canada",ES_15649_897.75515320_112020230627921_1855532,No
3701805,Kenmore,897.7552#32#,",,1st # represents the color of the product, 2nd # represents a control number of the product",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,29.9,17.5,21.3,512,590,15,,,No,,,,,09/20/2024,10/09/2024,"United States, Canada",ES_15649_897.7552#32#_100920240354757_2094943,No
2740364,Kenmore,897.75525320,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,29.9,17.5,21.3,512,590,15,,,No,,,,,09/25/2023,11/20/2023,"United States, Canada",ES_15649_897.75525320_112020230626447_5441426,No
4005522,Kenmore,897.7561#52#,",,1st # represents color of the product. 2nd # represents a control number of the product",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,35.9,27.4,34,630,702,12,,,No,,,,,03/20/2025,03/21/2025,"United States, Canada",ES_15649_897.7561#52# _032120250223877_5267273,No
2636116,Kenmore,899.6133#32#,",,1st # refer to color, 2nd # is a revision number",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,32.7,20.5,24.2,385,429,10,,,No,,,,,08/16/2023,08/17/2023,"United States, Canada",ES_15649_899.6133#32#_081720230733285_6279879,Yes
2636113,Kenmore,899.6231#32#,",,1st # refer to color, 2nd # is a revision number",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.2,21.4,365,406,10,,,No,,,,,08/16/2023,08/17/2023,"United States, Canada",ES_15649_899.6231#32#_081720230733743_3219652,Yes
2636160,Kenmore,899.7133#32#,",,1st # refer to color, 2nd # is a revision number",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,No,66.4,32.7,20.4,24.1,469,512,10,,,No,,,,,08/17/2023,08/21/2023,"United States, Canada",ES_15649_899.7133#32#_082120230217763_9135085,Yes
2636157,Kenmore,899.7231#32#,",,1st # refer to color, 2nd # is a revision number",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,No,66.4,29.5,18.1,21.3,448,490,10,,,No,,,,,08/17/2023,08/21/2023,"United States, Canada",ES_15649_899.7231#32#_08212023022088_1672100,Yes
2272224,Kenmore,9961*61*,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.5,17.5,1.7,1.6,208,232,10,,,No,,,,,07/12/2016,07/12/2016,"United States, Canada",ES_0015649_9961*61*_07112016112937_70087667,No
2272227,Kenmore,9965*61*,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.7,19.1,2.6,2.6,214,239,10,,,No,,,,,07/12/2016,07/12/2016,"United States, Canada",ES_0015649_9965*61*_07112016112937_70087667,No
2272228,Kenmore,9966*61*,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.1,3.1,3.8,320,358,11,,,No,,,,,07/12/2016,07/12/2016,"United States, Canada",ES_0015649_9966*61*_07112016112937_70087667,No
2272226,Kenmore,9968*61*,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.9,4.3,4.3,228,253,10,,,No,,,,,07/12/2016,07/12/2016,"United States, Canada",ES_0015649_9968*61*_07112016112937_70087667,No
2272225,Kenmore,9969*61*,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.8,19.1,3.4,3.4,220,246,11,,,No,,,,,07/12/2016,07/12/2016,"United States, Canada",ES_0015649_9969*61*_07112016112937_70087667,No
4498382,Kenmore,KKFDR30x17.5********,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,70.1,29.9,17.7,21.7,435,509,15,,,No,,,,,09/04/2025,09/04/2025,"United States, Canada",ES_1137414_KKFDR30x17.5********_090420250210219_9918277,No
4498381,Kenmore,KKFDR30x17.5-SS,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,70.1,29.9,17.7,21.7,435,509,15,,,No,,,,,09/04/2025,09/04/2025,"United States, Canada",ES_1137414_KKFDR30x17.5-SS_090420250212991_3006521,No
3943433,Kenmore,KKFDR32.3X20-SS,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,70,32.3,17.9,22,458,512,11,,,No,,,,,12/31/2024,12/31/2024,"United States, Canada",ES_0015649_KKFDR32.3X20-SS7_01282025112751_80237436,No
4498379,Kenmore,KKFDR36x20.3********,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,70.1,35.9,20.3,25,461,538,14,,,No,,,,,09/04/2025,09/04/2025,"United States, Canada",ES_1137414_KKFDR36x20.3********_09042025021131_1581498,No
4498380,Kenmore,KKFDR36x20.3-SS,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,70.1,35.9,20.3,25,461,538,14,,,No,,,,,09/04/2025,09/04/2025,"United States, Canada",ES_1137414_KKFDR36x20.3-SS_09042025021279_4536185,No
4437604,Kenmore,KKTMR30X18.1-SSL,,059586625947,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.1,29.7,18.1,21.8,367,410,10,,,No,,,,,05/20/2025,06/18/2025,"United States, Canada",ES_1137414_KKTMR30X18.1-SSL_06172025143354_2317621,Yes
2740421,Kenmore,KKUF21-*****,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,74.6,32.7,21.2,21.2,314,351,11,,,No,,,,,11/15/2023,11/15/2023,"United States, Canada",ES_0015649_FN1-770R Conv_11212023110119_80189043,No
2740420,Kenmore,KKUF21-W,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,74.6,32.7,21.2,21.2,314,351,11,,,No,,,,,11/15/2023,11/15/2023,"United States, Canada",ES_0015649_KKUF21-W_11212023110118_80189043,No
2453344,Kenmore,KMR11MS2EA16C,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,67.1,23.6,11.1,11.1,249,280,11,,,No,,,,,04/12/2023,04/02/2023,"United States, Canada",ES_0015649_KMR11MS2EA16C_04142023094112_80162419,No
3998556,Kenmore,KMR12TS1D08,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,64.8,23.6,12,14,312,347,10,,,No,,,,,03/10/2025,05/20/2024,United States,ES_0015649_KMR12TS1D08 _02212025101102_80184561,Yes
3435990,Kenmore,KMR17MBKE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.5,17.5,1.6,1.6,208,232,10,,,No,,,,,04/03/2024,02/28/2024,"United States, Canada",ES_0015649_KMR17MBKE _04092024095727_80198812,No
3435991,Kenmore,KMR17MS1E,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.5,17.5,1.6,1.6,208,232,10,,,No,,,,,04/03/2024,02/28/2024,"United States, Canada",ES_0015649_KMR17MS1E _04092024095727_80198812,No
3435992,Kenmore,KMR17MWEE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.5,17.5,1.6,1.6,208,232,10,,,No,,,,,04/03/2024,02/28/2024,"United States, Canada",ES_0015649_KMR17MWEE _04092024095727_80198812,No
2453348,Kenmore,KMR31TS1E02,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,19.1,3,3.8,322,358,10,,,No,,,,,04/12/2023,04/02/2023,"United States, Canada",ES_0015649_KMR31TS1E02_04142023094113_80162419,No
3387589,Kenmore,KMR33MBER,,190873013655,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.2,17.5,3.2,3.2,218,244,11,,,No,,,,,01/09/2024,01/09/2024,"United States, Canada",ES_0031912_KMR33MBER_01162024100659_80195295,No
